,start_at,end_at,timeout,node,bottleneck,status,bottleneck_id
0,2020-12-13 18:23:42,2020-12-13 18:25:42,120,GW111,network_packet_loss,COMPLETED,1f5c5876-b52f-46a5-a832-bbdafa27b2ba
1,2020-12-13 18:19:10,2020-12-13 18:21:10,120,GW111,network_packet_duplicate,FAILED,394c5593-5f08-493c-8362-10bc932665e9
2,2020-12-13 18:29:14,2020-12-13 18:30:14,60,GW1,cpu,COMPLETED,fb99b2e8-253f-4396-930e-440271cbabfa
3,2020-12-13 18:33:45,2020-12-13 18:34:45,60,GW111,diskspace,COMPLETED,3ebb2a64-6f3f-47bd-88b2-b07e4ecc570e
4,2020-12-13 18:21:41,2020-12-13 18:23:41,120,SRV,network_packet_loss,FAILED,f5cd6c98-6777-4c22-b2ea-796a3cd64639
5,2020-12-13 18:21:11,2020-12-13 18:22:11,60,SRV,network_packet_duplicate,COMPLETED,573a3c6f-a308-4a85-a889-642ce237b8e0
6,2020-12-13 18:20:40,2020-12-13 18:22:10,90,GW11,cpu,FAILED,1cf9911d-0879-41a8-8fbc-321d406dfced
7,2020-12-13 18:16:08,2020-12-13 18:17:08,60,GW1,network_packet_duplicate,COMPLETED,c00433d5-e82d-4304-a943-1e090145fdf4
8,2020-12-13 18:17:39,2020-12-13 18:19:39,120,GW111,network_packet_duplicate,COMPLETED,3530e606-2ce4-4df7-83c2-7dced9a7b898
9,2020-12-13 18:26:13,2020-12-13 18:27:13,60,GW111,cpu,COMPLETED,c18ab805-a588-4d10-aef5-1636642e7c5c
10,2020-12-13 18:28:13,2020-12-13 18:29:43,90,GW1,diskio,COMPLETED,05aced7b-8fd4-4eb0-9243-57749283a16b
11,2020-12-13 18:28:44,2020-12-13 18:29:44,60,GW1,diskio,FAILED,1e6868ed-a8e6-4971-b16e-903b39f1f188
12,2020-12-13 18:18:40,2020-12-13 18:20:10,90,GW111,memory,COMPLETED,f907ea14-0f86-4148-99f9-bf611fa05312
13,2020-12-13 18:18:09,2020-12-13 18:19:39,90,GW11,memory,COMPLETED,3651da2b-f9d0-49eb-bdf5-aad4b326ce3e
14,2020-12-13 18:33:15,2020-12-13 18:34:15,60,GW11,diskio,COMPLETED,abbc381d-1138-4e35-95ba-7b3acd55b689
15,2020-12-13 18:20:10,2020-12-13 18:22:10,120,GW1,diskio,COMPLETED,4a5fadcd-3c08-40f1-8a48-7e036739bb0d
16,2020-12-13 18:26:43,2020-12-13 18:27:43,60,GW111,diskio,COMPLETED,c212ebff-a9d8-4367-b20e-5cea9ec2fe95
17,2020-12-13 18:31:15,2020-12-13 18:32:15,60,GW111,network_packet_corrupt,COMPLETED,5f2997ed-1d7b-458a-938b-c00c5a75c94f
18,2020-12-13 18:16:39,2020-12-13 18:18:09,90,GW1,memory,COMPLETED,affc7a55-1f4b-43a3-ba2a-9bbccd1fe98b
19,2020-12-13 18:27:13,2020-12-13 18:29:13,120,GW111,diskio,FAILED,7d878cd8-f60a-4599-b7fb-83ebb250467d
20,2020-12-13 18:24:42,2020-12-13 18:26:12,90,GW1,memory,FAILED,a067affc-b647-4373-80b4-3cc21bb2ec39
21,2020-12-13 18:29:44,2020-12-13 18:31:14,90,GW1,cpu,FAILED,4000abf2-0239-419d-982b-23e3b536de83
22,2020-12-13 18:30:14,2020-12-13 18:31:44,90,SRV,diskio,COMPLETED,8288f6f2-1f87-4d37-8490-f8e4eaaa2870
23,2020-12-13 18:25:43,2020-12-13 18:27:13,90,GW11,diskspace,COMPLETED,819553e7-cfee-4da5-b966-bdd1fba4f1a3
24,2020-12-13 18:15:38,2020-12-13 18:16:38,60,GW111,network_packet_loss,COMPLETED,5c1ad87c-b9dd-46a5-b6ab-8a176032ae7d
25,2020-12-13 18:19:40,2020-12-13 18:20:40,60,GW1,cpu,COMPLETED,ea433f29-b18a-408d-b23f-eb1e0ba78020
26,2020-12-13 18:22:41,2020-12-13 18:23:41,60,SRV,diskspace,COMPLETED,8dbf1252-259f-4448-ab94-cfac1986a461
27,2020-12-13 18:27:43,2020-12-13 18:28:43,60,GW1,memory,COMPLETED,c048be23-dbb2-4085-816c-f7d41a439b01
28,2020-12-13 18:34:16,2020-12-13 18:35:16,60,GW111,network_packet_duplicate,FAILED,21fe7418-2f2d-48cc-b157-7251d6eae626
29,2020-12-13 18:25:12,2020-12-13 18:26:12,60,GW11,cpu,COMPLETED,0c832681-1967-4f1a-8965-cbb92b02795b
30,2020-12-13 18:31:45,2020-12-13 18:33:15,90,GW111,memory,COMPLETED,b7f1a81c-abb3-4601-bd4f-9714d58dc4f4
31,2020-12-13 18:35:16,2020-12-13 18:36:16,60,SRV,diskio,COMPLETED,b7147f73-8e2e-4acd-a34d-c71f1d6ee6c9
32,2020-12-13 18:24:12,2020-12-13 18:25:12,60,GW1,network_packet_corrupt,COMPLETED,5a99ff66-11db-4a0a-8388-8914dd3ea475
33,2020-12-13 18:22:11,2020-12-13 18:23:41,90,GW11,memory,COMPLETED,48ab9e4a-200a-4eb2-aad8-7192f7890d73
34,2020-12-13 18:32:15,2020-12-13 18:33:45,90,GW111,cpu,COMPLETED,562b1784-b4a5-40e0-82a7-51a489fd9f41
35,2020-12-13 18:34:46,2020-12-13 18:35:46,60,SRV,memory,COMPLETED,df4a01f8-e0ae-451e-baf7-ef4e94440806
36,2020-12-13 18:32:45,2020-12-13 18:34:15,90,SRV,diskspace,COMPLETED,a8a48572-9d53-416c-81d4-7cad08dba325
37,2020-12-13 18:30:44,2020-12-13 18:31:44,60,GW1,memory,COMPLETED,27d49e07-f27d-420a-b076-5680659e67eb
38,2020-12-13 18:23:12,2020-12-13 18:24:12,60,SRV,cpu,COMPLETED,56f62343-6643-4c33-a80b-d7f9f23460c2
39,2020-12-13 18:17:09,2020-12-13 18:19:09,120,GW1,diskio,COMPLETED,88d32689-7be7-41af-a7a5-9a7f0019b932
40,2020-12-13 22:18:48,2020-12-13 22:19:48,60,GW11,network_delay,COMPLETED,89cb166d-1054-4413-aae0-11b723fca93b
41,2020-12-13 22:13:46,2020-12-13 22:14:46,60,GW111,network_packet_loss,FAILED,d3e2be30-2aef-4f1e-903c-95f6c8566e41
42,2020-12-13 22:14:47,2020-12-13 22:15:47,60,GW111,cpu,COMPLETED,d7a64745-a764-4438-b92b-46eb7b25877d
43,2020-12-13 22:11:46,2020-12-13 22:13:46,120,SRV,network_packet_duplicate,FAILED,da4a501e-c948-470a-ac0b-2518a298ccbc
44,2020-12-13 22:04:14,2020-12-13 22:05:44,90,GW111,network_delay,COMPLETED,442639b7-a594-4e3f-a918-778a59ea1892
45,2020-12-13 22:05:44,2020-12-13 22:06:44,60,GW111,memory,COMPLETED,11240c15-6747-4a5e-bdf9-64c2394a5029
46,2020-12-13 22:19:48,2020-12-13 22:20:48,60,SRV,network_packet_loss,COMPLETED,4205b4b1-7848-4801-a05c-32bea1d1da1a
47,2020-12-13 22:17:48,2020-12-13 22:19:18,90,GW111,network_packet_corrupt,COMPLETED,9d6b3796-8c18-4054-a6d9-ecbdbc45d22d
48,2020-12-13 22:06:14,2020-12-13 22:07:14,60,SRV,cpu,COMPLETED,22d2e22c-a8f2-466d-83fd-176533a3cdff
49,2020-12-13 22:11:16,2020-12-13 22:12:46,90,GW111,diskspace,COMPLETED,d799c464-70c3-4279-a37d-553e367f5c79
50,2020-12-13 22:17:18,2020-12-13 22:18:18,60,SRV,network_packet_loss,COMPLETED,5adb5b31-8b64-4891-bc05-6a34eb804b94
51,2020-12-13 22:02:43,2020-12-13 22:04:43,120,GW11,cpu,COMPLETED,0aed70be-c7b9-4dc7-ae13-d7393093df25
52,2020-12-13 22:08:45,2020-12-13 22:10:15,90,GW1,network_packet_duplicate,COMPLETED,cf82cf11-799e-4062-9465-5d7671eff709
53,2020-12-13 22:12:46,2020-12-13 22:14:16,90,SRV,cpu,COMPLETED,68d5f700-f70a-4a2a-80ba-0d499a01a04d
54,2020-12-13 22:07:15,2020-12-13 22:08:15,60,GW111,diskspace,COMPLETED,75515f69-978d-4f10-949b-31c2f969f773
55,2020-12-13 22:09:15,2020-12-13 22:10:15,60,GW11,diskspace,COMPLETED,cc5f3ece-9764-4747-b4e8-979c3ccee530
56,2020-12-13 22:02:13,2020-12-13 22:03:13,60,GW111,diskspace,COMPLETED,3d7b118a-27ab-4aaa-b2ac-d72750856c79
57,2020-12-13 22:01:13,2020-12-13 22:02:43,90,GW111,cpu,COMPLETED,6ea88b11-97b9-4e0e-a977-f2cd8e554f1f
58,2020-12-13 22:03:13,2020-12-13 22:04:13,60,SRV,memory,COMPLETED,4ec0f1fe-bf44-4f51-9c25-6440ca9f12fc
59,2020-12-13 22:10:46,2020-12-13 22:11:46,60,GW111,network_delay,FAILED,27867e28-ced5-4f8a-a4b6-4615f2269b32
60,2020-12-13 22:09:45,2020-12-13 22:11:45,120,GW1,network_packet_loss,FAILED,42ffafa0-4fd5-4f5b-84ab-c50e4b7fe83f
61,2020-12-13 22:05:14,2020-12-13 22:06:14,60,GW111,diskio,COMPLETED,601797ce-b41e-466d-a2a4-5b816bb5aedd
62,2020-12-13 22:16:47,2020-12-13 22:18:17,90,GW111,diskio,COMPLETED,5ee72c28-7cdb-4ede-b6e5-26826dbd22df
63,2020-12-13 22:19:18,2020-12-13 22:20:18,60,GW11,diskio,COMPLETED,9a570e28-ce38-41d4-9068-ed56d0c7b593
64,2020-12-13 22:20:49,2020-12-13 22:21:49,60,GW11,network_delay,COMPLETED,15a0e1e0-3554-4973-87a9-a7da015b72f4
65,2020-12-13 22:16:17,2020-12-13 22:17:17,60,GW11,diskspace,COMPLETED,0e84ff21-0998-44b9-b564-4a7ba6f3992f
66,2020-12-13 22:12:16,2020-12-13 22:14:16,120,GW111,network_packet_corrupt,COMPLETED,37fff4d5-542f-40d6-bd09-797de84a3ae7
67,2020-12-13 22:20:19,2020-12-13 22:22:19,120,GW111,diskio,COMPLETED,a8362868-a635-439e-bad5-0bbc8de59cbf
68,2020-12-13 22:06:44,2020-12-13 22:07:44,60,SRV,memory,COMPLETED,088c5ced-ed95-47d9-9cdd-865f318e296d
69,2020-12-13 22:08:15,2020-12-13 22:09:15,60,GW111,network_packet_corrupt,COMPLETED,fb15b0eb-411f-48b2-9c0d-7bb5e9c82c99
70,2020-12-13 22:07:45,2020-12-13 22:09:45,120,GW1,cpu,COMPLETED,7e013d1c-9d17-42e0-881b-31e98459af06
71,2020-12-13 22:13:16,2020-12-13 22:14:46,90,GW111,memory,FAILED,e09ab798-c588-48b8-89b8-1327779e615b
72,2020-12-13 22:01:43,2020-12-13 22:02:43,60,GW11,memory,COMPLETED,2c4077ad-00c7-4994-adb6-30929a4cd801
73,2020-12-13 22:04:44,2020-12-13 22:05:44,60,GW111,network_packet_corrupt,FAILED,9dd193d1-6500-4831-b0c0-5374cd64fb82
74,2020-12-13 22:18:18,2020-12-13 22:19:48,90,GW1,network_packet_loss,COMPLETED,b44b09b4-9641-41aa-97d3-404b2fead9de
75,2020-12-13 22:10:15,2020-12-13 22:11:45,90,GW111,network_packet_corrupt,COMPLETED,909624b3-db81-4a0f-a733-6b8b97562b20
76,2020-12-13 22:14:17,2020-12-13 22:15:47,90,GW111,network_packet_loss,FAILED,57f40bce-27c4-4126-a0df-8cf4b1a0b4af
77,2020-12-13 22:03:44,2020-12-13 22:05:14,90,SRV,cpu,COMPLETED,e88cd54b-2aee-45dc-b411-78aff661e2ca
78,2020-12-13 22:15:47,2020-12-13 22:16:47,60,GW11,diskio,COMPLETED,c52793a1-c1b8-47f5-86bc-8a9a2a7956b6
79,2020-12-13 22:15:17,2020-12-13 22:16:17,60,GW11,network_packet_duplicate,COMPLETED,171528fc-cbb0-4f39-b895-2836da924828
80,2020-12-13 22:42:52,2020-12-13 22:44:52,120,GW1,cpu,COMPLETED,f7d0cb20-b088-4407-824b-b5b817daa9dc
81,2020-12-13 22:37:51,2020-12-13 22:39:21,90,GW11,network_packet_loss,FAILED,fab6f652-814d-4ef9-a5b6-fa62ba8344a9
82,2020-12-13 22:41:52,2020-12-13 22:43:22,90,GW11,network_delay,COMPLETED,09d9686d-b636-46f2-beb4-4b34c3ba6f6c
83,2020-12-13 22:31:49,2020-12-13 22:32:49,60,GW111,network_delay,COMPLETED,88494553-4366-4698-a1b5-6fb7db8663fa
84,2020-12-13 22:34:19,2020-12-13 22:35:19,60,GW1,network_packet_loss,FAILED,c1b028f6-b99b-47b1-887d-1332cd16a676
85,2020-12-13 22:32:49,2020-12-13 22:33:49,60,GW111,network_delay,COMPLETED,116788d9-d4d7-4217-a360-8002a1167e3e
86,2020-12-13 22:37:20,2020-12-13 22:38:50,90,GW11,network_packet_corrupt,COMPLETED,182ab3c5-77d3-4cd8-bb33-6f65a407dc8d
87,2020-12-13 22:36:50,2020-12-13 22:37:50,60,GW1,network_delay,COMPLETED,b0883cc0-5a85-4b9c-977f-fd8e818c6adb
88,2020-12-13 22:30:18,2020-12-13 22:31:18,60,SRV,cpu,COMPLETED,042d6b53-4129-47e0-afe9-eeb268196fff
89,2020-12-13 22:26:17,2020-12-13 22:28:17,120,GW1,network_packet_corrupt,COMPLETED,d501cf24-74d0-4987-8481-7c4d2049dd73
90,2020-12-13 22:25:17,2020-12-13 22:26:47,90,SRV,network_packet_loss,COMPLETED,657277d1-9ec4-4966-8cf1-bddec8bc78a8
91,2020-12-13 22:35:50,2020-12-13 22:36:50,60,SRV,memory,COMPLETED,0d9662d5-b910-4d8e-b946-5e9582f9a68b
92,2020-12-13 22:38:51,2020-12-13 22:39:51,60,SRV,diskspace,COMPLETED,c22c41b7-0131-4c6d-bfaa-4b02f300e479
93,2020-12-13 22:40:21,2020-12-13 22:41:51,90,GW11,memory,COMPLETED,857a87be-a6c1-4499-a861-0590ee8518dc
94,2020-12-13 22:26:47,2020-12-13 22:27:47,60,GW1,network_packet_corrupt,FAILED,06906605-f93f-4325-a32e-566f6dfd0653
95,2020-12-13 22:36:20,2020-12-13 22:38:20,120,GW11,network_packet_duplicate,FAILED,4a9db29e-013f-47de-9e41-8187d1cf3279
96,2020-12-13 22:39:51,2020-12-13 22:40:51,60,GW111,network_packet_duplicate,COMPLETED,cef6545a-7cc6-4fa2-848e-a81c09e0e9f9
97,2020-12-13 22:29:48,2020-12-13 22:30:48,60,GW111,network_packet_corrupt,COMPLETED,21f21bf9-32a6-421d-b6ce-a32092923564
98,2020-12-13 22:25:47,2020-12-13 22:27:47,120,GW11,network_packet_corrupt,COMPLETED,94bf2349-a326-466c-a8d9-eb25feed4edb
99,2020-12-13 22:34:50,2020-12-13 22:35:50,60,GW1,cpu,COMPLETED,5cae77e3-a5ac-415a-9ee3-3954a9d94007
100,2020-12-13 22:42:22,2020-12-13 22:43:52,90,GW11,diskio,COMPLETED,db943fe3-4f70-4e77-89b4-74188f9a2cfd
101,2020-12-13 22:33:49,2020-12-13 22:35:19,90,GW1,network_delay,COMPLETED,c97fb87d-c105-4a31-84d2-50c240430e3d
102,2020-12-13 22:23:46,2020-12-13 22:24:46,60,SRV,diskio,COMPLETED,5b822a8c-b42f-4dbc-a0b1-1a08ba036d2a
103,2020-12-13 22:41:22,2020-12-13 22:42:22,60,GW11,cpu,COMPLETED,15e3181a-db35-4c9e-b0a7-a2c6bb7cf4e1
104,2020-12-13 22:27:17,2020-12-13 22:28:17,60,GW11,memory,COMPLETED,ef99373e-c623-45ba-b5c8-ab810b1eeecd
105,2020-12-13 22:31:19,2020-12-13 22:32:49,90,GW1,network_packet_duplicate,COMPLETED,872bce16-aab7-4d5a-b1e9-34ed08e4af79
106,2020-12-13 22:38:21,2020-12-13 22:39:21,60,GW111,cpu,COMPLETED,5a0a24ed-70b5-4146-9701-4ae0e365e561
107,2020-12-13 22:27:48,2020-12-13 22:29:18,90,GW111,diskio,COMPLETED,c08c1f9a-4576-4463-886f-096d6a4668e5
108,2020-12-13 22:30:49,2020-12-13 22:32:19,90,GW111,diskio,COMPLETED,670ff859-1399-4c74-82f5-08cab1c23e3a
109,2020-12-13 22:35:20,2020-12-13 22:37:20,120,GW111,diskspace,COMPLETED,1794a677-622e-452c-8830-0d8df163ab20
110,2020-12-13 22:33:19,2020-12-13 22:34:49,90,SRV,diskspace,COMPLETED,2a9376ea-fa53-4fce-acd4-ab96326fd60d
111,2020-12-13 22:39:21,2020-12-13 22:40:51,90,GW11,network_delay,COMPLETED,c7de94b5-d027-4b85-88f0-d93df848334d
112,2020-12-13 22:24:47,2020-12-13 22:25:47,60,SRV,diskio,FAILED,15a79813-33e9-4b7e-b7ef-9288df2ef3ca
113,2020-12-13 22:40:51,2020-12-13 22:41:51,60,GW111,network_packet_duplicate,FAILED,24461c9f-7190-4563-a07e-acd767c79040
114,2020-12-13 22:29:18,2020-12-13 22:31:18,120,SRV,diskspace,COMPLETED,3ae53c91-86dd-48e6-b878-37dfa9c5af58
115,2020-12-13 22:24:17,2020-12-13 22:25:47,90,GW11,memory,COMPLETED,769086b9-0000-466e-bb20-7b68c29ce533
116,2020-12-13 22:28:18,2020-12-13 22:29:18,60,GW111,network_delay,COMPLETED,677ecc19-9018-4f90-b1a4-55fbf00da075
117,2020-12-13 22:28:48,2020-12-13 22:30:18,90,SRV,network_delay,COMPLETED,5565c468-af70-48a5-9c6c-bda7af00e5f1
118,2020-12-13 22:32:19,2020-12-13 22:33:19,60,GW1,cpu,COMPLETED,140c1b43-4553-490f-8fd3-3ef926b04889
119,2020-12-13 22:43:22,2020-12-13 22:44:22,60,SRV,network_packet_corrupt,FAILED,f6dac61b-0e75-42db-b1b6-2f093f7072c3
120,2020-12-13 23:05:24,2020-12-13 23:06:54,90,GW11,network_packet_corrupt,COMPLETED,e36ba6c2-c589-4b0f-8def-8b82fee03e08
121,2020-12-13 23:03:54,2020-12-13 23:04:54,60,GW111,memory,COMPLETED,cf88874a-27fe-4b45-8260-6b391886a5ec
122,2020-12-13 22:59:23,2020-12-13 23:00:53,90,GW111,network_delay,COMPLETED,a74b213e-bc50-42b2-ac76-1fddeba7e024
123,2020-12-13 23:03:24,2020-12-13 23:04:54,90,SRV,cpu,FAILED,71a7207a-2fa4-48f7-b425-3a6553100b1d
124,2020-12-13 22:51:51,2020-12-13 22:52:51,60,GW11,memory,COMPLETED,648bffbc-0745-4cc0-9876-234e754ae144
125,2020-12-13 22:52:21,2020-12-13 22:53:21,60,SRV,network_packet_loss,COMPLETED,618c3840-8569-4a8b-952b-32ad0e8b1ea9
126,2020-12-13 22:46:19,2020-12-13 22:47:19,60,GW1,diskio,COMPLETED,83c053d3-c445-4015-9326-48ff2d8e66e3
127,2020-12-13 23:02:54,2020-12-13 23:04:54,120,SRV,cpu,COMPLETED,41792275-b8d3-4c94-a6a0-f43f1fb5941b
128,2020-12-13 23:05:55,2020-12-13 23:07:25,90,SRV,network_packet_loss,COMPLETED,39e5c52c-c9fe-41d0-93b5-b7695fecb1e5
129,2020-12-13 23:00:53,2020-12-13 23:01:53,60,SRV,memory,COMPLETED,afb66cbe-457c-434d-9ef5-80e453fec9db
130,2020-12-13 23:02:24,2020-12-13 23:03:24,60,GW1,network_packet_duplicate,COMPLETED,bd43b636-5e2b-4caf-be7e-e3025335c4bd
131,2020-12-13 22:53:21,2020-12-13 22:54:51,90,GW11,diskio,FAILED,86c396ec-2db8-4205-a525-0b5e6d738da9
132,2020-12-13 22:49:50,2020-12-13 22:51:20,90,GW111,network_delay,COMPLETED,74b43b22-548f-4183-a7bb-e922558a93b7
133,2020-12-13 22:49:20,2020-12-13 22:50:50,90,GW1,network_packet_corrupt,COMPLETED,9cdc8ce0-bab9-4c10-b011-049806029093
134,2020-12-13 22:51:21,2020-12-13 22:52:21,60,GW11,diskio,COMPLETED,bf6c82a4-6426-4271-9b75-80a5f650e33b
135,2020-12-13 22:50:51,2020-12-13 22:51:51,60,GW111,cpu,COMPLETED,ed49007a-f3c8-4134-bc01-ca111f57dc2d
136,2020-12-13 22:48:20,2020-12-13 22:50:20,120,GW111,memory,COMPLETED,fd7b96b8-5164-460d-9411-d379fd00f5e7
137,2020-12-13 22:55:22,2020-12-13 22:56:22,60,GW1,network_packet_corrupt,COMPLETED,3bcd56ef-59eb-4122-bf48-590bb4069def
138,2020-12-13 22:59:53,2020-12-13 23:01:23,90,SRV,network_packet_corrupt,COMPLETED,d2df0990-9458-4470-89f8-6e00929c1aaf
139,2020-12-13 22:50:20,2020-12-13 22:51:20,60,GW11,cpu,COMPLETED,e17a2cd9-c7f1-42a4-bc5d-43fad313ddcd
140,2020-12-13 23:04:54,2020-12-13 23:05:54,60,GW1,network_delay,FAILED,58984e0b-c4b1-4df8-9731-f2e2c415193e
141,2020-12-13 22:52:51,2020-12-13 22:53:51,60,GW11,diskio,COMPLETED,4bf29701-5084-4a56-9017-c61af9be3ad0
142,2020-12-13 22:48:50,2020-12-13 22:50:50,120,GW11,network_packet_duplicate,COMPLETED,0ae890a8-5681-4ec0-9a51-f642dd55ee21
143,2020-12-13 22:55:52,2020-12-13 22:56:52,60,GW111,network_delay,COMPLETED,788dc66c-81dc-4858-8899-3684fe88785b
144,2020-12-13 22:54:21,2020-12-13 22:55:51,90,GW1,diskio,COMPLETED,3e3d485f-0abd-4234-b5e1-6edef905c4db
145,2020-12-13 22:56:22,2020-12-13 22:57:22,60,GW11,diskspace,COMPLETED,3b9a558c-40f0-439e-9ffd-ce1eda3dd3ac
146,2020-12-13 22:56:52,2020-12-13 22:58:22,90,GW1,network_delay,COMPLETED,c0c345bf-3cd5-476e-94c2-2ab63070c1d5
147,2020-12-13 22:47:50,2020-12-13 22:48:50,60,GW111,cpu,COMPLETED,2ed5cc21-751c-471d-9a3e-2d096e4c1602
148,2020-12-13 22:57:52,2020-12-13 22:58:52,60,GW11,diskio,COMPLETED,ef953977-aa52-4d76-8796-441698302d43
149,2020-12-13 23:04:24,2020-12-13 23:05:24,60,GW1,network_delay,COMPLETED,c8d6a341-6ea9-46a3-8373-a978af81192b
150,2020-12-13 22:47:20,2020-12-13 22:48:50,90,GW1,network_delay,FAILED,2808fa75-bf10-467a-a969-842f6c219b45
151,2020-12-13 22:53:51,2020-12-13 22:54:51,60,GW111,memory,COMPLETED,2e98b967-b14d-4cd2-91d8-db5691d1d3bc
152,2020-12-13 22:58:53,2020-12-13 22:59:53,60,GW11,memory,COMPLETED,65d7fc98-e8fe-4b50-9f2f-6c0140dfc0b7
153,2020-12-13 23:01:23,2020-12-13 23:02:23,60,GW111,network_packet_duplicate,COMPLETED,08af1897-e3e3-4a5c-80e3-e1f71587d9a8
154,2020-12-13 22:46:49,2020-12-13 22:47:49,60,GW1,network_packet_duplicate,COMPLETED,06704e4f-9fe8-4bc7-b1fc-b51949693940
155,2020-12-13 22:57:22,2020-12-13 22:58:22,60,SRV,cpu,COMPLETED,eeffb78e-dfcf-46d6-84ea-a00b62483492
156,2020-12-13 22:54:52,2020-12-13 22:56:52,120,GW111,memory,FAILED,33cd4f25-a861-496a-a80f-bc22b90ebccc
157,2020-12-13 23:00:23,2020-12-13 23:01:23,60,GW1,network_packet_corrupt,COMPLETED,a8bde2e5-c25e-4699-9f3a-1f417d2e7ca1
158,2020-12-13 22:58:23,2020-12-13 22:59:23,60,GW1,diskspace,COMPLETED,0ca36a89-f182-47a4-85fe-6a260865b50a
159,2020-12-13 23:01:54,2020-12-13 23:02:54,60,GW11,network_delay,COMPLETED,21908918-0d38-4b26-bb13-f3819d950af5
160,2020-12-13 23:08:51,2020-12-13 23:09:51,60,SRV,network_packet_corrupt,COMPLETED,30264339-a406-49f1-b4aa-adfae36d652c
161,2020-12-13 23:18:24,2020-12-13 23:19:54,90,GW111,diskspace,FAILED,e137181b-97ee-4e57-913b-a5b7e55e295f
162,2020-12-13 23:28:27,2020-12-13 23:30:27,120,GW1,diskspace,COMPLETED,eac28df8-1566-44d0-84d6-61bcadbc5666
163,2020-12-13 23:23:26,2020-12-13 23:24:56,90,SRV,network_packet_corrupt,COMPLETED,48d74a65-1cf7-4318-8f34-b490aa5dc965
164,2020-12-13 23:22:56,2020-12-13 23:24:56,120,GW111,diskspace,COMPLETED,92991dbc-e38d-467b-af2d-1462f0b1361e
165,2020-12-13 23:20:55,2020-12-13 23:22:55,120,GW111,cpu,COMPLETED,4d7e7dda-35a2-48a5-8726-789f15c2ff9d
166,2020-12-13 23:12:22,2020-12-13 23:13:52,90,SRV,network_packet_loss,FAILED,1f258ac7-4f09-46d5-a531-e49b7c2232a9
167,2020-12-13 23:14:53,2020-12-13 23:16:23,90,SRV,diskspace,COMPLETED,3aeae971-3722-467b-b9d1-b5c70f8fc0db
168,2020-12-13 23:13:22,2020-12-13 23:14:52,90,SRV,cpu,FAILED,e71f14da-fb66-4e2a-893c-7cccf2ca0f15
169,2020-12-13 23:26:26,2020-12-13 23:27:56,90,GW1,cpu,FAILED,39887e5a-1cd8-4665-9d9d-fa2125e25076
170,2020-12-13 23:18:54,2020-12-13 23:19:54,60,GW11,diskio,COMPLETED,d7985114-c6f3-4223-a03d-3ac018d5f561
171,2020-12-13 23:10:52,2020-12-13 23:11:52,60,GW1,network_delay,COMPLETED,5d77c256-61b6-4e0a-9a9f-543d22258ec9
172,2020-12-13 23:25:26,2020-12-13 23:27:26,120,GW11,memory,COMPLETED,ebbba168-9c05-4626-9178-80d2c27457f0
173,2020-12-13 23:16:23,2020-12-13 23:17:53,90,GW111,network_delay,COMPLETED,1dad6413-0e7f-47b0-91e1-ebac9090f98c
174,2020-12-13 23:09:21,2020-12-13 23:10:21,60,GW1,diskspace,COMPLETED,f8901752-1ff1-4769-82fc-001c393dfcd9
175,2020-12-13 23:24:26,2020-12-13 23:25:26,60,GW111,diskspace,FAILED,d60bbfc5-bbaf-4a92-8bab-30dd0dc0e9ee
176,2020-12-13 23:15:23,2020-12-13 23:16:23,60,GW11,network_packet_corrupt,FAILED,01dd12bf-c992-487d-81a1-7eb0c0b0701f
177,2020-12-13 23:19:55,2020-12-13 23:20:55,60,GW11,diskio,FAILED,0da35439-f5fb-43b6-9df1-5482bc89ab23
178,2020-12-13 23:13:52,2020-12-13 23:15:22,90,GW111,diskio,COMPLETED,cf127673-675d-4992-abb9-4cf2601360e8
179,2020-12-13 23:09:51,2020-12-13 23:11:21,90,GW11,cpu,COMPLETED,2cc88aa7-b2cd-4e22-88d3-b74645c1e28f
180,2020-12-13 23:17:24,2020-12-13 23:18:24,60,GW111,diskspace,COMPLETED,28deacf9-42e7-4e76-85c4-4ae6a005aeb0
181,2020-12-13 23:10:22,2020-12-13 23:11:22,60,GW11,cpu,FAILED,b9c69245-2bfc-48c5-8d96-2e2f84f3b68a
182,2020-12-13 23:21:25,2020-12-13 23:22:25,60,GW111,diskspace,COMPLETED,253f2b76-5136-407b-a7a7-5784831cde80
183,2020-12-13 23:16:53,2020-12-13 23:18:23,90,SRV,diskio,COMPLETED,1ebce7c7-57df-43e8-8ebc-1be022fd755f
184,2020-12-13 23:27:57,2020-12-13 23:28:57,60,GW1,diskio,COMPLETED,9dec6cf4-e03c-4b46-b5bc-c95def9c3ba6
185,2020-12-13 23:26:57,2020-12-13 23:27:57,60,GW111,cpu,COMPLETED,acd671d4-7bfb-483c-b916-1a751b022d21
186,2020-12-13 23:11:52,2020-12-13 23:12:52,60,GW11,cpu,COMPLETED,ca2bb415-7466-490c-a9e8-92cde0718774
187,2020-12-13 23:23:56,2020-12-13 23:24:56,60,GW111,memory,COMPLETED,b1c6926f-f8b3-4237-bb0c-dc0b2a86664b
188,2020-12-13 23:22:25,2020-12-13 23:23:55,90,GW11,cpu,COMPLETED,e2c6b3f9-f264-44eb-9dc1-e0731461ba90
189,2020-12-13 23:25:56,2020-12-13 23:26:56,60,SRV,diskspace,COMPLETED,9ad56029-6c16-4a2a-8967-2e1df290aa39
